reason,label
study withdrawn before active to fully evaluate impact of changing practice in target population,4
no longer able to run study,4
devices are not available,4
interim analysis showed no difference between groups,2
"in light of new evidence, the decision was made by the sponsor to not proceed",4
the introduction of new recommendations for early neonatal infection has drastically reduced the need for gastric aspiration at birth,4
because at the interim analysis the pre-specified stopping boundary for an overwhelming benefit had been crossed,2
protocol could not be carried out to achieve the aims of the study,4
patients did not want to take part in the experimental arm of the study as all have opted for the current standard of care procedure,1
research stopped after lab-based data using mouse model did not support use of technology,4
study terminated by study partners,4
security criteria (mtd),3
manufacturer's decision,4
change in subject population/able power program,4
not renewed with irb,4
withdrawn by irb,4
preliminary analysis of the results showed no statistically significant difference,2
"study terminated per ongoing care solutions, inc",4
could not get irb approval,4
favourable ethical opinion not obtained,4
principal investigator was leaving the institution,4
dsmc recommendation,4
"problem with obtaining microarrays, which are essential components needed to conduct this study",4
the randomization could not be done,4
changing of specialty,4
surgical access not facilitated- residues of hydrogel,4
"design, sponsorship changed prior to initiation. no study procedures done",4
roche announced a decision to discontinue most of the company's global trials of gantenerumab. the dian-tu has paused the dian-tu-002 primary prevention trial related to gantenerumab while considering other potential options for this platform trial,4
due to the national cancer institute's (nci)-mandated termination of the adult brain tumor consortium which was conducting the study,4
strategic decision to discontinue further development of investigational compounds for the treatment of hepatitis c,4
pi is retiring from center. research will not continue with a new pi,4
"global sales of the absorb bvs halted effective september 14, 2017",4
because the clinical development plan has been changed,4
no intervention or clinical trial necessitating participants ultimately needed or required for this study,1
no resident involvement,4
the research question was resolved in a metanalysis,4
who 2022 guidelines for dr-tb treatment are set to change. these guidelines recommend the use of an all-oral short course bpal regimen.therefore ongoing implementation of the study is considered futile,4
stakeholder elected not to proceed with the study,4
expired irb approval on 2/11/21,4
study withdrawn due to staff unavailability and limited resources,4
negative clinical outcomes,3
pi did not attempt to open the study,4
no eligible subjects were identified,1
irb issues,4
the study is stopped for portfolio prioritization,4
pi voluntarily closed the study,4
"based on r&d strategic reasons, our co-development partner financing the study disengaged from the development of gnbac1",4
feasibility issues per complete sheet,1
facilities for the exercise training program were not available for the study,4
change in the benefit-risk balance,3
change in staffing and not able to do study,4
the company pulled durvalumab from heme malignancies,4
it's not possible to complete in our hospital,4
pharmaceutical company discontinued the study drug,4
no available device in the hospital to complete study,4
changed development priorities,4
"was not financed, sponsor withdrawn",4
postponed,4
stopped with agreement from fda,3
board decision,4
the research fund has not yet arrived,4
all patients during the study period were subjected to peripheral blocks or were excluded from the study due to exclusion criteria,1
